Timestamp,Target smell,AromaGen Ratio,Similarity (1-7),Feedback,Session ID
8/14/2026 14:37:52,Chocolate marshmallow pop tart,"Cognac 15%, Benz Sal 25%, Vanilla Sugar + Almond Extract 60%",3,Can you decrease the alcohol perfume scent and increase the smell of chocolate and marshmallows? Make it more savory or make it more food-like?,1d452348-5bb9-4a56-85e8-876c262de55a
8/14/2026 14:38:59,Chocolate marshmallow pop tart,"Clove Bud + Cumin 8%, Birch tar oil + Coffee + Clove Bud 16%, Vanilla Sugar + Almond Extract 76%",2,Can you get rid of all the smokiness flavor and make it more sweet and chocolatey?,1d452348-5bb9-4a56-85e8-876c262de55a
8/14/2026 14:40:12,Chocolate marshmallow pop tart,"Clove Bud + Cumin 8%, Vanilla Sugar + Almond Extract 92%",3,"Can you make it more sweet and sugary? Um, increase also any, like, chocolate flavor?",1d452348-5bb9-4a56-85e8-876c262de55a
8/14/2026 14:41:30,Chocolate marshmallow pop tart,"Vanilla Sugar + Almond Extract 55%, Birch tar oil + Coffee + Clove Bud 2%, Vanilla Sugar + Almond Extract 43%",4,,1d452348-5bb9-4a56-85e8-876c262de55a
8/14/2026 14:47:05,minty toothpaste,"Orange + Lemon 48%, Lavender + Rose 17%, Benz Sal 35%",4,Stronger on the mint side.,59575224-9d60-4e5d-9cd3-d7522b366ed6
8/14/2026 14:48:08,minty toothpaste,"Orange + Lemon 15%, Eucalyptus 75%, Benz Sal 10%",6,pure mint now pure mint but no toothpaste yeah,59575224-9d60-4e5d-9cd3-d7522b366ed6
8/14/2026 14:51:03,almond oil shampoo,"Eucalyptus 8%, Benz Sal 34%, Vanilla Sugar + Almond Extract 58%",4,not quite as shampoo yeah it could be more shampoo scented or the almond oil or scented it's not coming out,57364cb0-5e7d-48cd-ad34-7dd08307262d
8/14/2026 14:52:29,almond oil shampoo,"Benz Sal 30%, Vanilla Sugar + Almond Extract 70%",5,"Maybe a bit too much, like, minty as opposed to, like, the almond curl.",57364cb0-5e7d-48cd-ad34-7dd08307262d
8/14/2026 14:57:55,almond oil shampoo,"Benz Sal 30%, Vanilla Sugar + Almond Extract 70%",6,,57364cb0-5e7d-48cd-ad34-7dd08307262d
8/14/2026 15:00:42,hand sanitizer,"Cognac 55%, Eucalyptus 10%, Benz Sal 35%",3,feedback time yeah I think the eucalyptus is way too strong tune it down to maybe just like 10% or like maybe just around 10% and maybe bring out some of the more of the cognac smell the rest can be the same,b50e56b3-1a51-4f55-88fe-ef52b603204f
8/14/2026 15:01:39,hand sanitizer,"Cognac 55%, Eucalyptus 10%, Benz Sal 35%",3,"Further reduce the eucalyptus and bring in more of the floral smell, maybe like a 20% floral smell, lavender rose smell.",b50e56b3-1a51-4f55-88fe-ef52b603204f
8/14/2026 15:03:09,hand sanitizer,"Cognac 55%, Eucalyptus 5%, Orange + Lemon 20%, Benz Sal 20%",3,"Here comes the feedback. Swap all of the current floral smell with orange, lemon, citrus smell.",b50e56b3-1a51-4f55-88fe-ef52b603204f
8/14/2026 15:03:58,hand sanitizer,"Cognac 55%, Eucalyptus 5%, Orange + Lemon 20%, Benz Sal 20%",4,"Here comes the feedback. Swap all of the current floral smell with orange, lemon, citrus smell.",b50e56b3-1a51-4f55-88fe-ef52b603204f
8/14/2026 15:05:51,hand sanitizer,"Cognac 55%, Eucalyptus 5%, Orange + Lemon 20%, Benz Sal 10%, Vanilla Sugar + Almond Extract 10%",5,"The orange and citrus smell is good because when I smell the hand soap, it is sweet. So the orange and lemon smell brings out the sweetness, so that's good. But I think the smell right now lacks like a soapiness, like a chemical soapiness kind of smell. So maybe can we somehow increase the soapiness of the smell? After adding maybe a little bit of vanilla, using that to replace the benzoyl perhaps?",b50e56b3-1a51-4f55-88fe-ef52b603204f
8/14/2026 15:07:16,hand sanitizer,"Cognac 58%, Orange + Lemon 21%, Benz Sal 11%, Vanilla Sugar + Almond Extract 11%",6,Remove the eucalyptus completely and just keep the rest of the ingredients. Just scale them up to 100% after removing the eucalyptus.,b50e56b3-1a51-4f55-88fe-ef52b603204f
8/14/2026 15:10:34,aloe vera,"Orange + Lemon 25%, Thyme + Olive Leaf + Seaweed + Garlic 45%, Sandalwood 30%",5,"I think the seaweed, the umami smell is fantastic. Maybe tune down the orange smell a little bit and replace maybe half the orange smell with the corny egg smell, like chemical smell.",de22416e-0864-4d6b-8261-83c6f751c505
8/14/2026 15:11:42,aloe vera,"Orange + Lemon 12%, Cognac 13%, Thyme + Olive Leaf + Seaweed + Garlic 45%, Sandalwood 30%",6,,de22416e-0864-4d6b-8261-83c6f751c505
8/14/2026 15:15:47,lavender nail polish remover,"Cognac 48%, Lavender + Rose 52%",4,"I like the floral lavender smell inside, that's perfect, let's keep that, but let's add something stronger inside that is like attacking my nose, right? I'm thinking maybe, maybe add more, I don't want to change the tone, I think a tone, being a lavender tone is perfect, but I want to increase the intensity of that. Maybe consider adding cognac, more cognac, or if you think vinegar helps to make it, to make the lavender smell stronger and more attack, more offensive so as to say.",33141451-710e-4d7f-8311-7b1dbe9e81fe
8/14/2026 15:16:38,lavender nail polish remover,"Cognac 48%, Lavender + Rose 52%",6,,33141451-710e-4d7f-8311-7b1dbe9e81fe
8/14/2026 15:19:46,whiskey,"Clove Bud + Cumin 20%, Vanilla Sugar + Almond Extract 30%, Sandalwood 50%",4,I think remove the birth star completely. Let's just try that.,015113ce-817c-4563-b322-b2f37d8704a6
8/14/2026 15:21:22,whiskey,"Clove Bud + Cumin 20%, Vanilla Sugar + Almond Extract 30%, Sandalwood 50%",4,"Okay, whatever that is alcoholic in your current palate, that's good, you can keep that. Remove the spice. The spice, the birch tar is not doing it, it's not adding on to the whiskey. Maybe consider adding a small hint of eucalyptus for a medicinal, cooling taste.",015113ce-817c-4563-b322-b2f37d8704a6
8/14/2026 15:22:20,whiskey,"Cognac 42%, Eucalyptus 5%, Vanilla Sugar + Almond Extract 28%, Sandalwood 25%",5,"Okay, whatever that is alcoholic in your current palate, that's good, you can keep that. Remove the spice. The spice, the birch tar is not doing it, it's not adding on to the whiskey. Maybe consider adding a small hint of eucalyptus for a medicinal, cooling taste.",015113ce-817c-4563-b322-b2f37d8704a6
8/14/2026 15:24:01,whiskey,"Cognac 48%, Eucalyptus 8%, Vanilla Sugar + Almond Extract 20%, Sandalwood 24%",6,,015113ce-817c-4563-b322-b2f37d8704a6
8/14/2026 15:28:21,tequila,"Orange + Lemon 32%, Thyme + Olive Leaf + Seaweed + Garlic 53%, Vinegar 15%",4,"Remove the vinegar completely, maybe tone down the umami and use part of the old umami percentages for cognac smell to increase the alcoholic smell. So now I think the citrus, fresh, tangy aspect of tequila is captured really well with the current orange element, but it's missing that alcoholic smell.",2418991e-0630-4c9a-b279-d0262366a957
8/14/2026 15:30:15,tequila,"Orange + Lemon 45%, Cognac 40%, Thyme + Olive Leaf + Seaweed + Garlic 15%",5,"Okay, I love the current citrus and alcohol smell. I think I really like the fermentation, like the fermented, almost a little bit like, yeah, the fermented smell from the seaweed. If you can increase that by a little bit, not too much, that would be great.",2418991e-0630-4c9a-b279-d0262366a957
8/14/2026 15:31:29,tequila,"Orange + Lemon 33%, Cognac 45%, Thyme + Olive Leaf + Seaweed + Garlic 22%",6,"Okay, I love the current citrus and alcohol smell. I think I really like the fermentation, like the fermented, almost a little bit like, yeah, the fermented smell from the seaweed. If you can increase that by a little bit, not too much, that would be great.",2418991e-0630-4c9a-b279-d0262366a957
8/14/2026 15:32:41,tequila,"Orange + Lemon 33%, Cognac 45%, Thyme + Olive Leaf + Seaweed + Garlic 22%",6,Add a small touch of vanilla to it.,2418991e-0630-4c9a-b279-d0262366a957
8/14/2026 15:33:56,tequila,"Orange + Lemon 30%, Cognac 43%, Thyme + Olive Leaf + Seaweed + Garlic 20%, Vanilla Sugar + Almond Extract 7%",7,,2418991e-0630-4c9a-b279-d0262366a957
8/14/2026 15:36:39,mint mouth wash,"Cognac 16%, Eucalyptus 42%, Vanilla Sugar + Almond Extract 42%",3,"Okay, I like the minty flavor of it, but currently it's too bitter. So I want you to use maybe approximately the same amount of eucalyptus and vanilla so as to give me a sweet kind of mint. Because the mouthwash smells to me like a sweet minty water. So use some vanilla to equal out the bitterness in the eucalyptus. And maybe the remaining, I'm not sure if you're using anything like cognac, benzoyl for alcohol, the remaining can be like, you know, more alcoholics, yeah, it can be alcoholic stuff.",abb1ebce-8931-440d-9c80-6eadfc52b192
8/14/2026 15:38:07,mint mouth wash,"Cognac 16%, Eucalyptus 42%, Vanilla Sugar + Almond Extract 42%",3,"Okay, I think vanilla didn't do a very good job neutralizing the bitterness in eucalyptus. Could you try using something else? I think currently the minty flavor is really good, it's just the bitterness from the eucalyptus is too strong. Could you replace vanilla with maybe bensol to dilute the eucalyptus so I get minty flavor but not so bitter?",abb1ebce-8931-440d-9c80-6eadfc52b192
8/14/2026 15:40:04,mint mouth wash,"Cognac 10%, Eucalyptus 45%, Orange + Lemon 45%",5,,abb1ebce-8931-440d-9c80-6eadfc52b192
8/14/2026 15:45:05,pickled cucumber,"Vinegar 60%, Thyme + Olive Leaf + Seaweed + Garlic 40%",5,"Okay, I really like the seaweed and fishy smell, like the kind of off smell of something that has been put there for a long time, which pickled cucumber gives me, I think that's perfect. I think you can remove the vinegar smell, I don't smell anything sour from the real pickled cucumber. If you could add maybe just a little bit of some other smells, which increase the staleness of the pickled cucumber, that would be good.",96a220a9-aaeb-4496-b2f7-558b9436d242
8/14/2026 15:47:53,pickled cucumber,"Thyme + Olive Leaf + Seaweed + Garlic 65%, Sandalwood 30%, Birch tar oil + Coffee + Clove Bud 5%",5,okay okay I think so still the seaweed seaweed smell the fishy seaweed smell is still the main anchor for this for sure but maybe if you could add something else to tone down to tone down the seaweed smell like maybe just two to three doesn't have to be many complex smell that'd be perfect,96a220a9-aaeb-4496-b2f7-558b9436d242
8/14/2026 15:51:51,Nacho with sour cream,"Vinegar 4%, Clove Bud + Cumin 34%, Vanilla Sugar + Almond Extract 62%",2,"but definitely remove all of the seaweed. It is not contributing to the smell of nacho or sour cream. Maybe add a very small touch of vinegar. I think the spice is decent. We can keep that. For the rest of the smell, choose something that you think could increase the smell of a nacho. Cook like biscuits. Yeah, I need more of the biscuits. Biscuits smell. Yeah.",51cd925e-cf31-4a83-b8a0-90d799232a1e
8/14/2026 15:53:27,Nacho with sour cream,"Vinegar 4%, Clove Bud + Cumin 34%, Vanilla Sugar + Almond Extract 62%",3,"Okay, I think this current version is better than the last. I think the vanilla is actually doing a good job. But maybe remove a little bit of that, maybe, okay, maybe remove some of the existing smells and adding a small touch of birch tar, birch tar oil and smokiness. Because I think when I'm smelling the nachos, I'm smelling a little bit of like a, like a pastry, bakery kind of smoky, kind of like smokiness, yeah.",51cd925e-cf31-4a83-b8a0-90d799232a1e
8/14/2026 15:54:34,Nacho with sour cream,"Vinegar 8%, Clove Bud + Cumin 30%, Vanilla Sugar + Almond Extract 55%, Birch tar oil + Coffee + Clove Bud 7%",3,"Okay, I think I didn't detect any birch char oil or coffee smells. I think you can maybe increase that to increase, yeah, increase that smell. The rest can be proportionally lower.",51cd925e-cf31-4a83-b8a0-90d799232a1e
8/14/2026 15:55:46,Nacho with sour cream,"Vinegar 7%, Clove Bud + Cumin 20%, Vanilla Sugar + Almond Extract 25%, Birch tar oil + Coffee + Clove Bud 48%",5,,51cd925e-cf31-4a83-b8a0-90d799232a1e
8/14/2026 15:58:46,Fries with ranch sauce,"Birch tar oil + Coffee + Clove Bud 25%, Benz Sal 40%, Vinegar 35%",2,here okay definitely remove the seaweed again i think there are two smells that are missing first one is that of the fried french fries so like the oily fried um smell of a fried potato and that's that's completely missing that's number one number two is that i'm not detecting enough of the vinegar maybe slightly increase the vinegar or add some vinegar if you don't have it so that we can have the smell of a french fries and ranch,70faa389-6307-4472-8269-172b1596d9a5
8/14/2026 16:01:00,Fries with ranch sauce,"Birch tar oil + Coffee + Clove Bud 8%, Clove Bud + Cumin 22%, Benz Sal 44%, Vinegar 26%",3,"Okay, I think the birch tar oil smokiness is good, but you should tune it down. Currently, it's too significant. I'm detecting something like a, almost like a fresh-out-of-the-oven smell, right, for the french fries. It doesn't actually smell that smoky, but it smells, it smells freshly baked, so it's very aromatic, but it's different compared to barbecue smell. So if you can add some of that, it will be really good.",70faa389-6307-4472-8269-172b1596d9a5
8/14/2026 16:02:30,Fries with ranch sauce,"Birch tar oil + Coffee + Clove Bud 8%, Clove Bud + Cumin 22%, Benz Sal 44%, Vinegar 26%",5,,70faa389-6307-4472-8269-172b1596d9a5
8/14/2026 16:05:14,greek yogurt,"Vinegar 65%, Vanilla Sugar + Almond Extract 35%",3,"I think this composition is surprisingly good, but just you can keep the same base odorant selection, but maybe increase the ratio of vinegar.",b6a1bd8c-fb1a-401f-b58e-949d990fc92c
8/14/2026 16:07:24,greek yogurt,"Vinegar 75%, Vanilla Sugar + Almond Extract 25%",3,"I think the smell is good, but I would like to see more of the fermented kind of yeasty yogurt smell. It's not like, again, it's not the smell of fresh milk, but note that it's got sour a little bit. That's gone bad a little bit, like how yogurt goes through the process of fermentation. So maybe a more sour, fermented smell, definitely not fresh.",b6a1bd8c-fb1a-401f-b58e-949d990fc92c
8/14/2026 16:07:56,greek yogurt,"Vinegar 75%, Vanilla Sugar + Almond Extract 25%",4,Can you add like 10% isovaleric acid to this?,b6a1bd8c-fb1a-401f-b58e-949d990fc92c
8/14/2026 16:15:35,greek yogurt,"Vinegar 68%, Isovaleric acid 10%, Vanilla Sugar + Almond Extract 23%",5,,b6a1bd8c-fb1a-401f-b58e-949d990fc92c
8/14/2026 16:21:51,natto beans,"Vinegar 20%, Thyme + Olive Leaf + Seaweed + Garlic 60%, Isovaleric acid 10%, Vanilla Sugar + Almond Extract 10%",1,"Definitely remove the sago and I think the knockout bean has a touch of sweetness and more fermented smell, so maybe add some seaweed. You can keep the current level of isobaric acid at maybe around 10% is good.",1ed104a9-82af-4037-9b55-b78294547f88
8/14/2026 16:23:35,natto beans,"Vinegar 20%, Thyme + Olive Leaf + Seaweed + Garlic 60%, Isovaleric acid 10%, Vanilla Sugar + Almond Extract 10%",2,"You can add a small amount of birch bark oil and coffee, and lower the percentages of seaweed.",1ed104a9-82af-4037-9b55-b78294547f88
8/14/2026 16:25:53,natto beans,"Vinegar 42%, Thyme + Olive Leaf + Seaweed + Garlic 30%, Isovaleric acid 10%, Vanilla Sugar + Almond Extract 12%, Birch tar oil + Coffee + Clove Bud 6%",5,,1ed104a9-82af-4037-9b55-b78294547f88
8/14/2026 16:28:25,blue cheese,"Vinegar 30%, Clove Bud + Cumin 35%, Sandalwood 35%",2,"Remove the sandalwood, remove the spice, add like 10% isobaric acid. The vinegar can stay the same. And the rest, maybe fill it up with some of the, I think isobaric acid and vinegar can set the tone for this smell. For the rest of the components, the remaining ratio, fill it up with something that doesn't really affect the quality of these two smells, maybe just like help them blend together better.",62448cf7-3e6f-4134-9c53-944d6cfd27ff
8/14/2026 16:31:46,blue cheese,"Vinegar 30%, Isovaleric acid 18%, Vanilla Sugar + Almond Extract 52%",5,I think the vinegar currently is too high. Tune down the vinegar to maybe half of its current ratio and split the other half of the vinegar equally into isobaric acid and vanilla.,62448cf7-3e6f-4134-9c53-944d6cfd27ff
8/14/2026 16:32:31,blue cheese,"Vinegar 15%, Isovaleric acid 26%, Vanilla Sugar + Almond Extract 60%",5,,62448cf7-3e6f-4134-9c53-944d6cfd27ff
8/14/2026 16:34:37,Canned sardines,"Thyme + Olive Leaf + Seaweed + Garlic 85%, Sandalwood 15%",3,"I think the seaweed is good because in the canned sardine there is a fishy smell, but it's a less bright, it's a fishy smell that's less bright, but more stale, like it's been sitting there for years. So I think definitely remove, except, I don't know what's inside besides the seaweed smell, but remove all the smell that contains like a fresh smell, maybe add like 10% of isobaric acid. Yeah.",4fd2d7ba-0de1-47da-a485-9460144c4e8a
8/14/2026 16:36:54,Canned sardines,"Thyme + Olive Leaf + Seaweed + Garlic 90%, Isovaleric acid 10%",5,"I think currently the snow contains the right valence, but it is kind of bright and I wish it snowed to be more heavy. So could you add like maybe 10% birch bark oil to keep the isobaric acid and the seaweed the same? Maybe the rest we can change a little.",4fd2d7ba-0de1-47da-a485-9460144c4e8a
8/14/2026 16:39:34,Canned sardines,"Thyme + Olive Leaf + Seaweed + Garlic 81%, Isovaleric acid 9%, Birch tar oil + Coffee + Clove Bud 10%",4,,4fd2d7ba-0de1-47da-a485-9460144c4e8a
8/14/2026 16:41:45,durian,"Cognac 24%, Vanilla Sugar + Almond Extract 58%, Isovaleric acid 18%",3,"I think durian actually has a sweet smell to it, like a fermented sweet, it smells like an overripe fruit, so if you can give me more of that smell, it would be great.",29ad5f85-88aa-4514-afb6-f1ef056aa1f7
8/14/2026 16:44:34,durian,"Orange + Lemon 15%, Cognac 27%, Vanilla Sugar + Almond Extract 50%, Isovaleric acid 8%",4,"I think for the durian smell, I want to add just a little bit, maybe at most 15% orange and then we save it. And tune down the isobaric acid by a little bit.",29ad5f85-88aa-4514-afb6-f1ef056aa1f7
8/14/2026 16:46:27,durian,"Orange + Lemon 15%, Cognac 27%, Vanilla Sugar + Almond Extract 50%, Isovaleric acid 8%",4,,29ad5f85-88aa-4514-afb6-f1ef056aa1f7
8/16/2026 10:42:58,bacon,"Isovaleric acid 5%, Clove Bud + Cumin 25%, Birch tar oil + Coffee + Clove Bud 70%",4,"There is no meaty smell, so increase the smells that would make it smell like meat, maybe make it less smoky.",9d99d5ce-09a8-436a-a04f-be89107e2f9c
8/16/2026 10:44:21,bacon,"Clove Bud + Cumin 27%, Seaweed + Fenugreek + Garlic 50%, Isovaleric acid 15%, Birch tar oil + Coffee + Clove Bud 8%",4,"It's better because it smells more like meat, but it's a little bit stinky. Maybe try to add a little bit more sweetness to resemble the smokey of the bacon.",9d99d5ce-09a8-436a-a04f-be89107e2f9c
8/16/2026 10:46:29,bacon,"Seaweed + Fenugreek + Garlic 55%, Vanilla Sugar + Almond Extract 30%, Birch tar oil + Coffee + Clove Bud 15%",5,,9d99d5ce-09a8-436a-a04f-be89107e2f9c
8/16/2026 10:48:00,korean bbq beef patty,"Seaweed + Fenugreek + Garlic 33%, Birch tar oil + Coffee + Clove Bud 52%, Vanilla Sugar + Almond Extract 15%",4,Add more spice and more of the garlicky smell.,715b75e3-c3b2-4a21-84cd-a8c581efd4d6
8/16/2026 10:49:29,korean bbq beef patty,"Clove Bud + Cumin 32%, Seaweed + Fenugreek + Garlic 50%, Birch tar oil + Coffee + Clove Bud 18%",4,make it a little bit more garlicky and a little bit more sweet.,715b75e3-c3b2-4a21-84cd-a8c581efd4d6
8/16/2026 10:52:27,korean bbq beef patty,"Clove Bud + Cumin 15%, Seaweed + Fenugreek + Garlic 45%, Vanilla Sugar + Almond Extract 22%, Birch tar oil + Coffee + Clove Bud 18%",5,,715b75e3-c3b2-4a21-84cd-a8c581efd4d6
8/16/2026 10:53:56,hot dog with hot sauce,"Clove Bud + Cumin 30%, Seaweed + Fenugreek + Garlic 55%, Birch tar oil + Coffee + Clove Bud 15%",4,"I want more of the sweet and sour of the hot sauce, right now the hot dog is good, I need more of that sauciness.",43684d94-96ad-4dc1-bf67-adba2ca76e68
8/16/2026 10:56:33,hot dog with hot sauce,"Vinegar 24%, Vanilla Sugar + Almond Extract 10%, Clove Bud + Cumin 18%, Seaweed + Fenugreek + Garlic 32%, Birch tar oil + Coffee + Clove Bud 16%",5,,43684d94-96ad-4dc1-bf67-adba2ca76e68
8/16/2026 11:00:33,Seasoned pull pork in bbq sauce,"Vinegar 7%, Seaweed + Fenugreek + Garlic 20%, Clove Bud + Cumin 18%, Birch tar oil + Coffee + Clove Bud 42%, Vanilla Sugar + Almond Extract 13%",5,yeah lower the vinegar by 5% and then increase the I guess sugar by 5%,c1c80477-a8a9-4982-a217-5782e44dde74
8/16/2026 11:02:37,Seasoned pull pork in bbq sauce,"Vinegar 5%, Seaweed + Fenugreek + Garlic 30%, Clove Bud + Cumin 20%, Birch tar oil + Coffee + Clove Bud 15%, Vanilla Sugar + Almond Extract 30%",6,,c1c80477-a8a9-4982-a217-5782e44dde74
8/16/2026 11:10:22,soy sauce,"Vinegar 30%, Birch tar oil + Coffee + Clove Bud 70%",2,"There's no seaweed, there's no that umami flavor that I expect that I smell from the soy sauce.",b2af7935-3fce-4342-9ca6-701abacd598c
8/16/2026 11:12:38,soy sauce,"Vinegar 8%, Seaweed + Fenugreek + Garlic 80%, Sandalwood 12%",3,"I think the umami flavor is there now, but the flavor is too sweet, so we should increase the vinegar by 5%, and also increase the spice, add in a new spice, maybe cumin, something like that, to 5%.",b2af7935-3fce-4342-9ca6-701abacd598c
8/16/2026 11:13:46,soy sauce,"Vinegar 15%, Seaweed + Fenugreek + Garlic 75%, Clove Bud + Cumin 5%, Sandalwood 5%",3,Take out the sandalwood completely and use that to increase the seaweed umami flavor.,b2af7935-3fce-4342-9ca6-701abacd598c
8/16/2026 11:15:57,soy sauce,"Vinegar 15%, Seaweed + Fenugreek + Garlic 80%, Clove Bud + Cumin 5%",5,Try adding some cognac to increase the fermentation and alcohol smell,b2af7935-3fce-4342-9ca6-701abacd598c
8/16/2026 11:17:19,soy sauce,"Cognac 5%, Vinegar 15%, Seaweed + Fenugreek + Garlic 75%, Clove Bud + Cumin 5%",6,,b2af7935-3fce-4342-9ca6-701abacd598c
8/16/2026 11:20:55,coffee beans,"Clove Bud + Cumin 15%, Birch tar oil + Coffee + Clove Bud 85%",3,Can we add a bit of sandalwood? Let's do like 10% sandalwood and reduce the spice accordingly.,a20d6386-5093-4625-ac20-92e384df6f04
8/16/2026 11:23:29,coffee beans,"Clove Bud + Cumin 15%, Birch tar oil + Coffee + Clove Bud 75%, Sandalwood 10%",3,"Can we add 5% vinegar and take down 5% on the birch tar oil? Coffee, little bud.",a20d6386-5093-4625-ac20-92e384df6f04
8/16/2026 11:25:51,coffee beans,"Vinegar 5%, Clove Bud + Cumin 10%, Birch tar oil + Coffee + Clove Bud 75%, Sandalwood 10%",4,I would remove the spice completely and split it maybe equally amongst the rest of the three.,a20d6386-5093-4625-ac20-92e384df6f04
8/16/2026 11:28:16,coffee beans,"Vinegar 8%, Birch tar oil + Coffee + Clove Bud 78%, Sandalwood 13%",5,Can we take down the sandalwood by 5% and then give that 5% to cognac?,a20d6386-5093-4625-ac20-92e384df6f04
8/16/2026 11:31:08,coffee beans,"Vinegar 8%, Cognac 5%, Birch tar oil + Coffee + Clove Bud 78%, Sandalwood 8%",5,,a20d6386-5093-4625-ac20-92e384df6f04
8/16/2026 11:38:12,Salty popcorn,"Seaweed + Fenugreek + Garlic 38%, Sandalwood 62%",4,Let's add 5% isovaleric acid and then remove 5% from the sample.,7fc0fb17-008d-4a0f-94c2-7302dc61aa36
8/16/2026 11:39:21,Salty popcorn,"Seaweed + Fenugreek + Garlic 48%, Isovaleric acid 5%, Sandalwood 48%",4,Can we add 5% vanilla and then reduce the isomeric acid by 2% and then reduce sandalwood by 3%?,7fc0fb17-008d-4a0f-94c2-7302dc61aa36
8/16/2026 11:43:45,Salty popcorn,"Seaweed + Fenugreek + Garlic 48%, Isovaleric acid 3%, Vanilla Sugar + Almond Extract 5%, Sandalwood 45%",4,Can you split sandalwood equally between the rest of the three?,7fc0fb17-008d-4a0f-94c2-7302dc61aa36
8/16/2026 11:45:25,Salty popcorn,"Seaweed + Fenugreek + Garlic 62%, Isovaleric acid 18%, Vanilla Sugar + Almond Extract 20%",5,Remove 10% of isovaleric acid and equally split it between the rest of the two.,7fc0fb17-008d-4a0f-94c2-7302dc61aa36
8/16/2026 11:46:31,Salty popcorn,"Seaweed + Fenugreek + Garlic 67%, Isovaleric acid 8%, Vanilla Sugar + Almond Extract 25%",5,,7fc0fb17-008d-4a0f-94c2-7302dc61aa36
8/16/2026 11:48:22,parmesan cheese,"Isovaleric acid 65%, Seaweed + Fenugreek + Garlic 25%, Sandalwood 10%",5,"Let's take out sandalwood, the 10%, and then give it to the umami seaweed",3d43944e-ac03-4933-82c8-387416c49da9
8/16/2026 11:49:17,parmesan cheese,"Isovaleric acid 40%, Seaweed + Fenugreek + Garlic 60%",6,,3d43944e-ac03-4933-82c8-387416c49da9
8/16/2026 11:58:07,garlic,"Clove Bud + Cumin 15%, Seaweed + Fenugreek + Garlic 85%",6,,bbe50095-30b1-4eed-ad1a-bf6ab4022dbe
