session_id,day,original_sentence,feedback_text,changes_made,code,notes,suggested_code,scent_quality,direction,needs_review
b34e1fe1-0c4e-442f-8e14-1297b390b6a5,6/16/26,他會問我問題是嗎? 喔不用 你就直接開始講就可以了 就是moment 講中文也可以 好 有些什麼example嗎? 我突然不知道要講什麼 比如說去哪裡吃了什麼東西啊 有什麼味道啊 你可以去形容一下 嗯 我想一下 喔今天早上我們去了雅昆吃早餐 然後跟我們在荷蘭吃的東西比起來 它就是更甜 然後有一種很久沒有吃到這種味道的感覺 跟荷蘭吃的東西比起來 感覺雖然沒有那麼健康 但是更幸福 完美,突然還是說我習慣那個味道 喔有可能 嗯好像跟一開始的味道比較像 然後有一點習慣這個味道 有點聞不出區別 但是還是比較像植物的味道 沒有食物的味道 對沒有食物的味道 啊現在有現在有 現在有食物的味道 對對對現在有 嗯有厲害厲害 什麼種食物的味道 嗯有一種突然很 我不知道怎麼去形容 但是有一種很強烈的味道 但是你不是說有需要有一點甜的東西對不對 對對對 那要不要更甜還是更鹹 我覺得應該是更甜的味道,"Replaced Mate NHS with Angelica for a stronger plant-like scent, kept Sweet Potato for sweetness, retained Garlic for savory depth, and adjusted durations to meet 30 seconds.",,noise,,Noise,,
0ce1c54b-5891-4ba7-b8e5-5d29cda1dccb,6/16/26,"Walking around, I guess it's called, an area called Tanjung Pagar, there's this beautiful shop houses on the right and left side, I'm going to coffee shops, and yeah, I'm just intrigued by the beauty heritage of the details of the architecture, and the shop walks, I think that's, that was really nice.","I guess there can also be a sound, a generated sound of what I say and it would be like very ethnic. That's true. In the first iteration of the demos that we did when we were in the lab, we had people step into this like tooth. So it's still all the noise, there's no visual, it's completely black. So everything was focused on just the smell and your imagination. We wanted people to really focus on their memory. So it felt a little bit more ritualistic. But a lot of people have been saying it'd be cool if there's some kind of visual connection or haptic or definitely sound. So for now we want it to be like that. So are those from Harvard also, the other? So Jiajing, she's from Boston University and she is an entrepreneur. So she helped work with us on like providing all the smells and you doing the user testing and helping people kind of associate smell with memory. Tawwab, Edward, Jane are all students at the Media Lab. I mean, I think different groups, all different groups. And Tomoki is a visiting researcher from Sumterry. So a lot of it also started from thinking about, okay, what are some immersive experience we can do with taste and whiskey and help people sort of get immersed into like, okay, then maybe the intricacies of the different whiskeys. So he's also in this project. That's really cool. Thanks for trying it out. I did smell outside. You did. I'm happy to hear that it felt like that.",Replaced Benz sal with Eucalipto to enhance the sensory experience while maintaining all scents' floral and earthy properties.,,noise,,Noise,,
196a658c-4e58-4d4d-900c-76faa8f58cb6,6/16/26,"It's supposed to be in a story form format, it can be as simple as I had bread or it can be as fun as I went to the gardens. I think walking through the streets and experiencing all the different types of cultures as well as the colorful architectures and the different people that were there, just experiencing the environment and the vibes of the people was really interesting.","It was too sweet, or I wish it had a little bit more anything, a little bit more freshness. It smelled kind of like basil, and kind of the Vietnamese culture to me. I guess it felt less colorful and less diverse. So more color and more diversity. Okay, let's see what it does.","Swapped out Citronelly acet, Lavendar oil, and Mate NHS for Eucalipto, Garlic, and Spearmint to enhance freshness and diversity.",sweeter,,,Sweet,,
196a658c-4e58-4d4d-900c-76faa8f58cb6,6/16/26,"It's supposed to be in a story form format, it can be as simple as I had bread or it can be as fun as I went to the gardens. I think walking through the streets and experiencing all the different types of cultures as well as the colorful architectures and the different people that were there, just experiencing the environment and the vibes of the people was really interesting.","I would like to represent something happy with a floating fish, peace in the cloud. Yeah, and in Singapore.","Replaced Garlic with Cilantro for freshness and a cultural connection, and introduced Mate NHS to enhance the floral and botanical experience.",floral,,,Fragrant,,
0739bea8-f3e4-433f-9937-187891a6dc26,6/16/26,"I would like to represent something happy with a floating fish, peace in the cloud. Yeah, and in Singapore.","哦,他还在玩。 你可以说一下你的感受,说你喜不喜欢这个味道,或者你想吃什么味道。 我喜欢这个口味。 你说它能调出鱼腥味。 对,鱼腥味。","Replaced 'Citronelly acet' with 'Eucalipto' for freshness, added 'Angelica' to evoke fish notes, and kept 'Garlic' to enhance the food experience.",,noise,,Noise,,
5c1fc98c-2597-4c06-bb34-600c3ff3f372,6/16/26,"Ice in the Cloud. Wow, really? In Singapore? Who has that? That was from a previous participant. I think they had peace in the cloud. Happy. So it can be more abstract too. It doesn't have to be very realistic or specific.","How about an experience? Any smell, any moment? Okay, it already came up with some smells. Yeah, that's always that. That's nice. So should I keep saying something? We can actually try the first iteration. Okay. Alright. And the smell will project from the sides. Okay.",Replaced Lavendar oil with Mate NHS for a more abstract scent experience while maintaining the length. Adjusted durations to ensure exactly 30 seconds.,,noise,,Noise,,
5c1fc98c-2597-4c06-bb34-600c3ff3f372,6/16/26,"Ice in the Cloud. Wow, really? In Singapore? Who has that? That was from a previous participant. I think they had peace in the cloud. Happy. So it can be more abstract too. It doesn't have to be very realistic or specific.","Vanilla, yes. Anything to accompany it? Maybe add a little chocolate? Chocolate? Syrup, maybe? Mm-hmm. And I'll put some almonds. Almonds, okay. Yes. Okay.",Replaced Benz sal with Sweet Potato to introduce a chocolate and almond accompaniment; adjusted the scent sequence to keep a total duration of 30 seconds.,sweeter,,,Sweet,,
5c1fc98c-2597-4c06-bb34-600c3ff3f372,6/16/26,"Ice in the Cloud. Wow, really? In Singapore? Who has that? That was from a previous participant. I think they had peace in the cloud. Happy. So it can be more abstract too. It doesn't have to be very realistic or specific.","Then I'm thinking about hot and sour soup. I don't know, how does that smell like? Like suan na tang? Yeah. How does that smell like? That smell like sour, vinegar, something spicy. So spicy could be red pepper, I guess. Or some kind of chili, sichuan oil. Sichuan oil would be nice, oily. Yeah. Right. Let's see.","Added Sichuan oil to capture the spicy, oily aspect related to the latest feedback. Maintained Mate NHS and Citronelly acet for coherence.","sour, more spicy",,,"Citrus, Spicy",increase,
6ea73c8a-8175-443f-b892-97073aa344c2,6/16/26,"The vibrant yellow item held right up to the woman's face is the focal point of the sensory experience. Its appearance suggests a sweet, tropical, and tangy aroma—reminiscent of freshly cut mango, citrus, or a sweet baked confection. She is holding the item directly beneath her nose and mouth. Her crinkled nose and wide, ecstatic smile suggest that the scent of the food is part of the joy of the moment—evoking the mouth-watering, appetizing smell of a sweet treat shared between friends. The indoor setting and the couple's relaxed attire suggest a casual, shared meal or snack break. The air would likely carry the faint, comforting scent of a clean, air-conditioned indoor space mixed with the sudden, sharp burst of sweetness from the yellow fruit.","More citrusy, lemony.",Swapped 'Cilantro' for 'Citronelly acet' to introduce a citrus note; maintained 'Sweet Potato' and included 'Garlic' for added depth.,citrus,,,Citrus,,
6ea73c8a-8175-443f-b892-97073aa344c2,6/16/26,"The vibrant yellow item held right up to the woman's face is the focal point of the sensory experience. Its appearance suggests a sweet, tropical, and tangy aroma—reminiscent of freshly cut mango, citrus, or a sweet baked confection. She is holding the item directly beneath her nose and mouth. Her crinkled nose and wide, ecstatic smile suggest that the scent of the food is part of the joy of the moment—evoking the mouth-watering, appetizing smell of a sweet treat shared between friends. The indoor setting and the couple's relaxed attire suggest a casual, shared meal or snack break. The air would likely carry the faint, comforting scent of a clean, air-conditioned indoor space mixed with the sudden, sharp burst of sweetness from the yellow fruit.","Look, it needs to be more intimate and sweeter smell.","Reduced 'Garlic' duration for a softer touch, kept 'Sweet Potato' for sweetness, and replaced 'Citronelly acet' with 'Eucalipto' to enhance freshness without sacrificing depth.",sweeter,,,Sweet,,
6ea73c8a-8175-443f-b892-97073aa344c2,6/16/26,"The vibrant yellow item held right up to the woman's face is the focal point of the sensory experience. Its appearance suggests a sweet, tropical, and tangy aroma—reminiscent of freshly cut mango, citrus, or a sweet baked confection. She is holding the item directly beneath her nose and mouth. Her crinkled nose and wide, ecstatic smile suggest that the scent of the food is part of the joy of the moment—evoking the mouth-watering, appetizing smell of a sweet treat shared between friends. The indoor setting and the couple's relaxed attire suggest a casual, shared meal or snack break. The air would likely carry the faint, comforting scent of a clean, air-conditioned indoor space mixed with the sudden, sharp burst of sweetness from the yellow fruit.",Swap out the garlic with something floral like lavender.,Swapped 'Garlic' for 'Lavendar oil' to enhance sweetness and intimacy.,floral,,,Fragrant,,
6ea73c8a-8175-443f-b892-97073aa344c2,6/16/26,"The vibrant yellow item held right up to the woman's face is the focal point of the sensory experience. Its appearance suggests a sweet, tropical, and tangy aroma—reminiscent of freshly cut mango, citrus, or a sweet baked confection. She is holding the item directly beneath her nose and mouth. Her crinkled nose and wide, ecstatic smile suggest that the scent of the food is part of the joy of the moment—evoking the mouth-watering, appetizing smell of a sweet treat shared between friends. The indoor setting and the couple's relaxed attire suggest a casual, shared meal or snack break. The air would likely carry the faint, comforting scent of a clean, air-conditioned indoor space mixed with the sudden, sharp burst of sweetness from the yellow fruit.",It's as sweet as the forest smell.,"Swapped 'Eucalipto' for 'Citronelly acet' to add a sweeter citrus note while keeping 'Lavendar oil' and 'Sweet Potato' for a warm, sweet profile.",sweeter,,,Sweet,,
242bdc28-c065-4a7a-8904-9400108a6f25,6/16/26,"The Scent of Fresh Fruit: The vibrant yellow item held right up to the woman's face is the focal point of the sensory experience. Its appearance suggests a sweet, tropical, and tangy aroma—reminiscent of freshly cut mango, citrus, or a sweet baked confection.  Proximity and Olfactory Reaction: She is holding the item directly beneath her nose and mouth. Her crinkled nose and wide, ecstatic smile suggest that the scent of the food is part of the joy of the moment—evoking the mouth-watering, appetizing smell of a sweet treat shared between friends.  The Atmosphere: The indoor setting and the couple's relaxed attire suggest a casual, shared meal or snack break. The air would likely carry the faint, comforting scent of a clean, air-conditioned indoor space mixed with the sudden, sharp burst of sweetness from the yellow fruit.","vermini, like citrusy to the smell.",Replaced the Spearmint with Eucalipto to introduce a citrusy scent while retaining the other components.,citrus,,,Citrus,,
242bdc28-c065-4a7a-8904-9400108a6f25,6/16/26,"The Scent of Fresh Fruit: The vibrant yellow item held right up to the woman's face is the focal point of the sensory experience. Its appearance suggests a sweet, tropical, and tangy aroma—reminiscent of freshly cut mango, citrus, or a sweet baked confection.  Proximity and Olfactory Reaction: She is holding the item directly beneath her nose and mouth. Her crinkled nose and wide, ecstatic smile suggest that the scent of the food is part of the joy of the moment—evoking the mouth-watering, appetizing smell of a sweet treat shared between friends.  The Atmosphere: The indoor setting and the couple's relaxed attire suggest a casual, shared meal or snack break. The air would likely carry the faint, comforting scent of a clean, air-conditioned indoor space mixed with the sudden, sharp burst of sweetness from the yellow fruit.","Change the garlic to something citrusy, like lemony.",Replaced Garlic with Citronelly acet to incorporate a citrusy scent.,citrus,,,Citrus,,
0c7a7637-24dd-4ab0-8d6a-cc51f42c6b78,6/16/26,"Laughter hangs in the air like the sweet aroma of freshly baked pastries, warm and inviting, wrapping around you like a familiar embrace. The rich scent of citrus zest dances playfully, mingling with the soft chatter of friends, creating an atmosphere pulsing with joy and camaraderie. Textures of softness and warmth radiate from cozy surroundings, where every smile feels like a sunbeam, brightening even the most mundane corners of the day.",smelled interesting it smelled sweet it was comforting I could feel the citrusy but I want something that is a bit more kind of warm and savory,Replaced 'Cilantro' with 'Angelica' to add warmth and savory depth.,sweeter,,,Sweet,,
ad4c1f78-0f53-409b-88d7-55df2823aa3a,6/16/26,I want something sour,you can be like I want it to be sweeter or I want it to be more sour things like that can I say something like I want it to be like South Asian spice South Asian spice yeah let's do that South Asian spice,Replaced Spearmint with Mugwort to better align with the requested 'South Asian spice' profile.,"sweeter, sour, more spicy",,,"Sweet, Citrus, Spicy",increase,
ad4c1f78-0f53-409b-88d7-55df2823aa3a,6/16/26,I want something sour,Make the South Asian spice stronger.,Replaced Mugwort with Spearmint to strengthen the South Asian spice theme and add a refreshing sour note.,more spicy,,,Spicy,increase,
ab0c31c2-923a-4d52-9aa7-6a21f51146b0,6/16/26,"Okay, so my favorite meal I've had whilst I was here was this really nice tender chicken. It was very soft, it was ever so slightly spicy, however simultaneously it was particularly nice with garlic. So overall it had this tender and nice softness of the food.","The chicken was a lot more spicy, so I think the smell should be way more spicy as well. Okay, okay. Sounds good.",Replaced Spearmint with Sichuan oil to increase spiciness while maintaining Garlic and Sweet Potato.,more spicy,,,Spicy,increase,
026debca-ce1b-4267-b2bd-bbc8f47e8c67,6/17/26,I have a memory of sister and myself.,"So the idea is basically just have the plug-ins ready, and then with very easy to turn your practice in any cooking method, chiton, goulash, etc. What do you feel about the smell? In any rack and saucer, according to any combination, you're getting the same smell. I'm not getting any smell. Do you get a smell? Yes. Yes. And in that way... We can try the same sequence again.",Replaced Benz sal and Lavendar oil with Garlic and Cilantro to resonate with the latest feedback centered around food aromas.,,noise,,Noise,,
026debca-ce1b-4267-b2bd-bbc8f47e8c67,6/17/26,I have a memory of sister and myself.,"It was Sunday afternoon, it was during the summer so it was very hot and we decided to sit by the steps because it was cooler because of the shade of the church.","Added Eucalipto for a refreshing summer note, keeping Citronelly acet and savory components.",woody,,,Woody and resinous,,
d97e2ad2-a89b-4785-aeb5-1038c646210a,6/17/26,"The experience to go trip in Enoshima, which is the Japanese sightseeing spot, and then I went to the seashore with, there are huge rock, and then I smell like the summer sea, and then some kind of rotten fish, but yeah, it was so nice, is it enough?","Can you continue to talk about how the smell could be better? I feel like, I feel the smell of the flour, and then also some salty, something salty ramen, and then, so I want to make it more like fresher, and then I would like to actually smell the smell of sea, yeah.","Replaced Mugwort and Angelica with Sweet Potato for warmth and nostalgia, with Spearmint and Citronelly acet to introduce freshness associated with the sea.", floral,,,Fragrant,,
d97e2ad2-a89b-4785-aeb5-1038c646210a,6/17/26,"The experience to go trip in Enoshima, which is the Japanese sightseeing spot, and then I went to the seashore with, there are huge rock, and then I smell like the summer sea, and then some kind of rotten fish, but yeah, it was so nice, is it enough?","Even more, what do you think is missing? Yes, I feel like I want to smell summer, which means like wet dirt or wet plants behind my feet. And then also I want to smell the smell of summer sea. Okay, something wet.",Added Mate NHS for earthy wetness and included Lavendar oil for summer floral notes.,"earthy, woody",,,Woody and resinous,,
d97e2ad2-a89b-4785-aeb5-1038c646210a,6/17/26,"The experience to go trip in Enoshima, which is the Japanese sightseeing spot, and then I went to the seashore with, there are huge rock, and then I smell like the summer sea, and then some kind of rotten fish, but yeah, it was so nice, is it enough?",more fresh and minty yes yeah towards the end so maybe we want to change the beginning yeah so that it's more similar to the one from before yeah right less spice Chinese market yeah smell and in the end more refreshing refreshing yeah what this let's see,"Revised scent durations and swapped Mate NHS and Mugwort with Cilantro for a fresher, greener profile, while ensuring the ending remains refreshing.",more spicy,"less spicy,",,Spicy,increase,
3b327ad9-87a0-49e7-8274-4277afe37276,6/17/26,"And then we'll start cooking. The first time I met my boyfriend was five years ago. It's recording, right? Mm-hmm. We were both college students, and I was running away from my very boring room because I didn't want to do my computer science homework, and I just saw a boy on Tinder, and he was like, let's meet in the nearby Indian restaurant. And we talked about the French language while eating prata and mutton curry. And I felt so embarrassed because I was messy, but a few years later he told me he liked that I was brave to be messy in front of him in our first date, because I was just a curry all over my fingers and stuff. But yeah, I remember that every time I smelled mutton curry, he decided, yeah, I'd like to be messy with this person.","Is it going? Mm-hmm. Is it supposed to smell? Oh, okay. Now I can smell it. Cool. What do you smell? What did you pick up during the sequence just now? Star anise. Mm-hmm. Just some spices. Yeah, I recognize the spice mix. Do you feel like it's heading the right direction? Is it curry? I would say so, yeah. Yeah? Yeah. Maybe not the curry itself. What is missing? Okay. Actually, yeah, it is curry. I think the main thing I'm missing is texture, but you can't do texture with this, so. You mean like the texture of the aroma coming in like puffs? Or how do you describe that texture? It's like, it only really comes when you like dig in, really. So it comes in puffs. When you bite it. Yeah, yeah, yeah. A savory punch? Yeah. Okay, let's see if we can do something like that.",Replaced Mugwort with Spearmint for freshness and added Angelica for earthiness while preserving Garlic and Cilantro.,,noise,more spicy,Noise,,
3b327ad9-87a0-49e7-8274-4277afe37276,6/17/26,"And then we'll start cooking. The first time I met my boyfriend was five years ago. It's recording, right? Mm-hmm. We were both college students, and I was running away from my very boring room because I didn't want to do my computer science homework, and I just saw a boy on Tinder, and he was like, let's meet in the nearby Indian restaurant. And we talked about the French language while eating prata and mutton curry. And I felt so embarrassed because I was messy, but a few years later he told me he liked that I was brave to be messy in front of him in our first date, because I was just a curry all over my fingers and stuff. But yeah, I remember that every time I smelled mutton curry, he decided, yeah, I'd like to be messy with this person.",you,"Retained Garlic and Spearmint, adjusted the duration of Angelica and Cilantro for better flow and sensory experience.",,noise,,Noise,,
24fa8a10-64a4-46ad-91e5-47381c581782,6/17/26,"I think one thing I'm missing about college is just being in a place where I can learn. And the world around me just quiets down a bit, and I'm in the library, and I just get to dive into something out of my interest and not worry about whatever's happening outside. And it's detached in a way, but it's also kind of healing. I'm just thinking of... Yeah. I don't know why that image jumped in my head very strongly when I... Yeah. I don't know how to kind of interpret that, but what do you do?","letter-bound books, specifically this hard-bound copy of Urban Dynamics by Jay Forrester at MIT, which is one of the books I cited in my thesis, and it's from the 1960s, so you can imagine just, like, when you open it, it's just, ah, like, you can almost smell the printing press in America from decades ago. Great.",Added Eucalipto to enhance the fresh and calming environment; adjusted durations to maintain a total of 30 seconds.,,noise,,Noise,,
24fa8a10-64a4-46ad-91e5-47381c581782,6/17/26,"I think one thing I'm missing about college is just being in a place where I can learn. And the world around me just quiets down a bit, and I'm in the library, and I just get to dive into something out of my interest and not worry about whatever's happening outside. And it's detached in a way, but it's also kind of healing. I'm just thinking of... Yeah. I don't know why that image jumped in my head very strongly when I... Yeah. I don't know how to kind of interpret that, but what do you do?","Yeah, I think it adds a bit more of a leathery note to it, the change in scent. Yeah. Pretty cool. So the compositional agent, is this like a kind of harness or prompt design, or did you have to do some kind of fine-tuning? Yes, actually we're doing fine-tuning every time you give feedback. Okay, okay. Yeah. But fine-tuning of the harness, of the prompts, or is there some model manipulation happening? It's being like RAG, where it's retrieving all the database of different smells, and the dictionary that we have of words associated with that smell. Words associated with scent, okay. Oh, okay, now I see it, the Paris Comparison Matrix. Very cool.",Replaced 'Eucalipto' with 'Sichuan oil' for a leathery note and adjusted total durations to keep it at 30 seconds.,,noise,,Noise,,
78832e7a-2ddd-4f1b-9570-971dc2381ca9,6/17/26,Satay.,Increase the intensity of the spices.,Replaced Sweet Potato with Sichuan oil to increase spice intensity.,more spicy,,,Spicy,increase,
b45fd198-cef7-4537-ae45-f19524318823,6/17/26,"I want a smile from the thundering when rain is coming to the earth, that kind of smile.","Like more wet or what is missing? Okay. Um, hot. Sorry, not hot. Very humid, humid weather in Singapore.","Replaced Mate NHS with Angelica to better reflect humid weather, while keeping Eucalipto and Lavendar oil.",fresh,,,Woody and resinous,,
d165dc5a-a477-4a0c-8cef-4656533e0026,6/17/26,"Like, sautéed barbecue, and then it...","Uh, make it more smoky. Okay. So we'll add some smoking.",Replaced Angelica with Mugwort to introduce a smoky element.,smoky,,,Pungent,,
